AC001A,AC002A,AC004A,AC013A,AC014A,AC014B,AC014C,AC017A,AC018A,AC019A,AC022A,AC025A,AC028A,AC029A,AC030A,AC034A,AC035A,AC039A,AC042A,AC044A,AC046A,AC048A,AC9964,AC9965,AC9968,AC9969,AC9975,AC9996,AM001A,AM001B,AM001D,AS001A,AS003A,AT001A,AU001C,AU002A,AU003B,AU003D,AU004A,AU004B,AU004C,AU004D,AU005A,AU005B,AU005D,AU005E,AU005J,AU005L,AU009A,AU009B,AU010A,AU010B,AU014A,AU022A,AU023A,AU9983,AU9984,AU9987,AU9988,BR001A,BR003A,BR004A,BR005A,BR006A,BR9997,CA018A,CC001A,CM004A,CM010A,CM013A,CM014A,CM015A,CM015B,CM017A,CM020A,CM031A,CM031C,CM038A,CM048A,CM050A,CM051A,CM052A,CM101B,CM9989,CM9995,CO001A,CO001B,CY001A,CY002A,CY003A,CY004A,CY007A,CY010A,CY9991,DE001A,DT002A,DT003A,DT004B,EU002A,EU002B,EU002D,EU002E,EU002K,EU003A,EU004A,EU009A,EU009C,EU011A,EU013A,EU014A,EU015A,EU016A,EU017A,EU019A,EU020A,EU021A,EU022A,EU025A,EU027A,EU028A,EU028B,EU031A,EU034A,EU039A,EU040A,EU046C,EU047A,EU048A,EU049A,EU049B,EU051A,EU051B,EU056A,EU057A,EU058A,EU9961,EU9962,EU9965,EU9969,FR001A,FR001B,FR002A,FR002C,FR005A,FR005D,FR006A,FR007A,FR008A,FR009F,FR010A,FR011A,FR015A,FR018A,FR9991,FU002A,FU002B,FU002F,GO003A,GO004A,GO006C,GO013A,GO023A,GO025B,GO025F,GY005A,HN001A,ME019A,NA002A,NA003A,NA003B,NA005A,NA005B,NA006A,NA006B,NA007A,NA008A,NA013A,NA014A,NA015A,NA016A,NA032A,NA033A,NA037A,NA038A,NA042A,NA043A,NA044A,NA045A,NA046A,NA048A,NA063A,NA068A,NA084A,NA086A,NA099A,NA101A,NA102A,NA112D,NA113A,NA114A,NA115A,NA129A,NA133A,NA135A,NA140A,NA149A,NA151A,NA156A,NA158A,NA160A,NA167A,NA170A,NA9904,NA9919,NA9955,NA9963,NA9964,NE003A,NE003B,NE003C,NE004A,NE012A,NE020A,NE023A,NI002A,NI005A,NI008A,NI009A,NI009B,NI017A,NI021A,NI026A,NI027A,NI152A,NI9984,OP001A,PE002A,PI005A,PI007A,PI011A,PI014A,PI015A,PI016A,PI018A,PI018B,PI022B,PI023A,PI055A,PI056A,PI139A,PI164A,RH006B,SA001A,SA001B,SA006A,SA042A,SE001A,SP002A,ST004A,ST010A,SU002A,SU004A,SU005A,SU006A,SY002A,SY003A,SY004A,SY009A,SY010A,SY013A,SY043A,TA001A,TA002A,TA003A,TA004A,TA9996
0,0,0,1.06,0,0,2.8200000000000003,0.18,0,0.18,7.570000000000001,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7600000000000002,4.93,0.35,0,6.87,0,0,0,0,0.18,0,0,0,0,0.53,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0.18,0,0,0,0.18,2.29,5.460000000000001,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,7.750000000000001,3.7000000000000006,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.18,0,0,0,0,0.18,0,0,1.4100000000000001,5.63,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,1.59,0,0.53,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0.18,0,0,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1.94,0,0,1.06,0.53,0.7,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0.53,1.23,0,0,0,0,0,0.8800000000000001,0,0,0,0,0,0,0,7.22,0,0.18,2.64,0
0,0,0,5.24,0,0,0.18,0,0,5.6,0.72,0,0,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1700000000000004,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,1.9900000000000002,0,0,0,0,0,0,0,0,0,0.9,0,1.08,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,2.7100000000000004,0,0,0,0,0,0,0,0,0,0.18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,2.1700000000000004,0,0,0,0.18,0,1.08,0.18,0,0,0.36,0,0,0,4.51,0.9,0.36,0,0,0,0,0,1.26,0,0,0,0,0.9,3.2500000000000004,1.26,0,12.27,0,0,0,0.54,0,0,0,0,0.18,0.18,0,0,0,0,0,0.36,0,0,0,0,0,0,2.89,0,0.9,0.18,0.18,0,0,0,8.48,0,0,0,0.72,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
0,0,0,4.3,0,0,0.66,0,0,0,0.9900000000000001,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9700000000000006,0.17000000000000004,0.5,0,4.64,0,0,0,0,0.33,0,0,0,0,0,0,0.5,0.5,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0.66,0.9900000000000001,0,0,0.33,0,0.33,1.66,0,0,0,0,0.5,0.33,0.5,0,0.5,0.5,0,0.33,0.33,0.33,0,0,0,0,0,0,5.13,0.33,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0.66,0,0,0,0,1.33,0,0,2.32,8.940000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.66,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4900000000000002,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.32,0.33,0,0,0,0,0,0,1.82,0,0,0.33,0,0.17000000000000004,0,0.83,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0.17000000000000004,2.65,0,0.17000000000000004,0,0,0.17000000000000004,2.8200000000000003,20.2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6.5200000000000005,0,0,2.01,0,0,0,0,1.67,0,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,1.5000000000000002,0,0,1,0,0.67,0.67,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0,0,0,4.35,0.67,0,0,1.34,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,2.01,0,0,4.51,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.33,0,0,0,0.84,0,1.17,0,0,0,0,0,0,0,0,0,0.17000000000000004,7.69,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,1.34,0,8.03,3.6800000000000006,0
0,0,0,0.3400000000000001,0,0,15.130000000000003,0,0,0,6.390000000000001,0,0,0,0,0,0,0,0,1.8500000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,5.550000000000001,0,0,2.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,1.3500000000000003,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,3.7000000000000006,0,8.91,0,0,0,0,0,0,0,0,0,0,0,0,2.52,1.68,0,0,0,0,0,0,6.890000000000001,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0.17000000000000004,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8500000000000003,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,2.8600000000000003,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,4.650000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,3.1,0,0,0,0,0,0,0,0,0,0.16000000000000003,0,0.31,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,4.340000000000001,0,0,0,0,1.24,0.31,0,0,0,7.6000000000000005,0.31,0,0,0,0.62,0,0,0,0,0.31,0,0,0,2.02,0,0,3.88,1.24,0,0,0.9300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,3.88,2.1700000000000004,5.2700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,5.120000000000001,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,10.7,1.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,11.32,0,0
0,0,0,0,0,0,5.97,0,0,0.17000000000000004,7.46,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.33,0,0,1.66,0,0,0,0,0.83,0,0,0,0,2.9800000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0.17000000000000004,3.8100000000000005,6.47,0,0,0,0.17000000000000004,0.83,0,0,0,0,0,0,0.33,0.17000000000000004,0,0,0,0.33,0.17000000000000004,0,0,11.61,2.49,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0.83,0,0,3.48,0,0,0,0,0,0,0.17000000000000004,0.17000000000000004,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0.33,0,0.17000000000000004,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17000000000000004,0,0,0,0,0,0,0,16.42,0,0.83,1.82,0
0,0,0,4.14,0,0,0.17000000000000004,0,1.38,1.38,1.03,0,0.17000000000000004,0,0,0.17000000000000004,0,1.03,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0.69,0,0,0.3400000000000001,0,0,0,1.55,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,1.03,0,0,9.48,0,0,0,0,0,0,0,0,0.17000000000000004,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,2.41,0,0,0,0.17000000000000004,0,0,0,0,0,1.03,0,0,0.17000000000000004,0.69,1.38,0,0,0,0,0,0,0,0,0,0,0,1.21,1.21,0,0,3.62,0,0,0,1.21,1.38,0,0,0.17000000000000004,0,2.41,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0.3400000000000001,3.45,0,0.69,0.69,2.76,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,1.38,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0
0,0,0,0.3400000000000001,0,0,4.07,0.51,0,0,16.13,0,0,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,6.110000000000001,0,0,0,2.7200000000000006,0,0,0,0.8500000000000001,3.06,0,0.17000000000000004,0,0,0.8500000000000001,0,0,0,0,0.8500000000000001,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,6.62,0,0,0,0,3.23,0,0,0,0,0.3400000000000001,1.53,0.8500000000000001,0,0,0.3400000000000001,0.51,0.3400000000000001,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,2.89,3.23,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,6.110000000000001,0,0,1.02,0,0.6800000000000002,0,0.6800000000000002,0.17000000000000004,0.17000000000000004,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0.17000000000000004,0.17000000000000004,0.51,0,0,0,0,0,0,0,2.89,0,1.53,0.17000000000000004,0
0,0,0,0,0,0,4.59,1.67,0,0,6.4,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.83,0,0,2.09,0,0,0,0,2.64,0,0,0,0,2.92,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,0.28,0,0,0,0,2.36,0,0,12.66,4.73,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0.14,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0.69,0,0,0.42,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,7.93,0,2.09,0,0
0,0,0,0.62,0,0,16.5,0,0,0,27.420000000000005,0,0,0,0,0,0,0,0,1.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,0,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41000000000000003,0,0,0,0,0,0,0,0,0,1.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7100000000000004,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,1.03,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,1.24,0,0,0,8.66,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.21,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,2.43,0,0.15,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.76,0,0,3.9500000000000006,0,0,0,0,0.61,0,1.06,0,0,0.4600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0.15,0,0,0,0,0.76,3.49,0,0,0,0.61,1.9800000000000002,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,7.14,3.9500000000000006,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1.3700000000000003,7.6000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,5.010000000000001,0,0,11.09,0,0,0,0,0,0,0.15,0,0,0.4600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0.3,0,0.15,0.3,0,0,0,0,0,0,0,0,0,0,0.3,3.19,0.15,0,0,0,0,0,0.76,0,0,0,0,0,0,0,5.010000000000001,0,4.26,3.49,0
0,0,0,1.9900000000000002,0,0,2.15,1.4900000000000002,0,1.4900000000000002,2.15,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.48,0,0,0,0.5,1.4900000000000002,0,0,0,0,0.17000000000000004,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.54,0,0,0,0,0,0.33,0,0,0,0,0.33,1.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,1.33,0,0,1.9900000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.9900000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0.33,0,0,0,0,0,0,0,3.15,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.5,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.33,0.33,0.33,0.17000000000000004,0,0,0,0,0,0.83,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0.66,0,0.17000000000000004,0,0,0.5,0,0,0,0,0,0,0.33,0,0.17000000000000004,0,0,0,0,0,0,6.46,0,0,0,0
0,0,0,0.31,0,0,2.44,0,0,0,8.84,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.76,0.15,0,1.68,0,0,0,0,0.15,0,3.66,0,0,1.52,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4600000000000001,0,0,0,0,0.15,1.3700000000000003,0.15,0,0,0,1.3700000000000003,2.59,0,3.66,0.9200000000000002,0.4600000000000001,0.15,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0.15,0,1.3700000000000003,12.35,4.88,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1.3700000000000003,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,8.84,0,0,2.29,0,0,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9800000000000002,0,0,0.31,0,0,0,0.61,0,2.29,0,0,0,0,0,0,0,0,0,0.31,1.9800000000000002,0.4600000000000001,0,0,0,0,0,0.31,0,0,0,0,0,0,0,5.640000000000001,0,1.83,3.2,0
0,0,0,0.33,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.5000000000000002,0.33,0,2.51,0,0,0,0,0,0,0.84,0,0,1.17,0,0.17000000000000004,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0.84,0.84,0,0,0,0.84,0.17000000000000004,0,0,0,0.17000000000000004,0,0,0,0.5,0,0,0,0,0,0,0,4.85,1.5000000000000002,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,3.01,9.870000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5100000000000002,0,0,4.18,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.33,0.17000000000000004,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.33,3.01,1.17,0,0,0,0,0.17000000000000004,1.8400000000000003,0,0,0,0.5,0,0,0,2.01,0,7.530000000000001,6.02,0
0,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0.66,0,0,0,0,0,0,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,2.64,0,0,0,0,2.81,0,0,0,0,1.9800000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9800000000000002,0,0,0,0,3.8000000000000003,0.8200000000000001,0,0,0,1.15,0,0,0,0,3.9600000000000004,0,0,0,0,1.4900000000000002,0,0,0,0,0,0,11.39,3.46,0,0,1.4900000000000002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0.66,2.97,9.410000000000002,0,0,0.9900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,8.25,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.17000000000000004,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,1.32,0,0.33,0,0,0,0,0.5,0.9900000000000001,0,0,0,0,0,0,0,0.33,0,7.59,3.8000000000000003,0
0,0,0,0,0,0,11.86,0,0,0,17.53,0,0,0,0,0,0,0,0,2.5800000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0.69,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,1.03,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,2.06,6.7,0,0,1.03,0.17000000000000004,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,2.92,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2700000000000005,0,0,0.69,0.3400000000000001,0.17000000000000004,0,0.3400000000000001,1.72,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0.17000000000000004,0.3400000000000001,0,0,0,0,0,0,0,2.5800000000000005,0,0,0.17000000000000004,0
0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17000000000000004,0.17000000000000004,0,1.18,0,0,0,0,0.67,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,3.36,0,0,0,0,0,5.04,0,0,0,0.3400000000000001,0,0,0,0,2.6900000000000004,0,0,0,0,3.03,0,0,0.3400000000000001,0.3400000000000001,0,0,12.6,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,3.7000000000000006,0,0,0,0,0,0,0.17000000000000004,0.3400000000000001,0,0.84,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.84,0,0.84,0,0,0,0,0,0,0.84,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.890000000000001,0,4.03,1.51,0
